Partner ID,Tasks,Acceptance rate,Cancellation rate,Tasks not delivered,Partner Cancellation,Task Time,Interaction Rate,Contact Rate,Rating,Acceptance Rate Pass,Cancellation Rate Pass,Tasks Not Delivered Pass,Partner Cancellation Pass,Task Time Pass,Interaction Rate Pass,Contact Rate Pass,Rating Pass,Quality Score,Bucket
241363,10,100.0,0.0,0,0.0,32.14,50.0,10.0,4.5,True,True,True,True,True,False,True,False,75.0,Silver
241364,12,100.0,0.0,0,0.0,42.16,16.67,0.0,5.0,True,True,True,True,True,True,True,True,100.0,Gold
241365,6,45.0,0.0,0,11.11,42.28,16.67,0.0,5.0,False,True,True,False,True,True,True,True,75.0,Silver
241366,108,100.0,0.0,0,0.0,21.23,60.19,2.78,4.85,True,True,True,True,True,False,True,True,90.0,Gold
241367,32,100.0,0.0,0,0.0,43.03,28.13,37.5,4.87,True,True,True,True,True,True,False,True,95.0,Gold
241368,25,96.67,0.0,0,0.0,49.09,36.0,12.0,4.83,True,True,True,True,False,True,True,True,85.0,Gold
241369,95,97.14,0.0,0,0.0,25.94,45.26,7.37,4.79,True,True,True,True,True,False,True,True,90.0,Gold
241370,26,93.33,0.0,0,0.0,29.34,50.0,11.54,4.7,True,True,True,True,True,False,True,True,90.0,Gold
241371,66,89.74,0.0,0,0.0,23.79,37.88,15.15,4.8,False,True,True,True,True,True,False,True,80.0,Silver
241372,41,64.56,0.0,0,0.0,53.01,36.59,26.83,4.5,False,True,True,True,False,True,False,False,50.0,Retraining
241373,30,93.94,3.03,0,0.0,42.96,23.33,3.33,4.6,True,False,True,True,True,True,True,False,70.0,Silver
241374,95,98.98,0.0,0,0.0,22.18,35.79,6.32,4.87,True,True,True,True,True,True,True,True,100.0,Gold
241375,130,96.38,0.0,1,0.0,14.84,44.62,4.62,4.73,True,True,True,True,True,False,True,True,90.0,Gold
241376,73,98.73,0.0,0,1.28,21.29,42.47,19.18,4.81,True,True,True,False,True,False,False,True,75.0,Silver
241377,32,41.86,0.0,0,0.0,47.39,68.75,15.63,4.96,False,True,True,True,False,False,False,True,55.0,Retraining
241378,7,46.67,0.0,0,0.0,66.99,28.57,14.29,5.0,False,True,True,True,False,True,True,True,70.0,Silver
241379,64,95.89,0.0,0,0.0,46.01,53.13,0.0,4.47,True,True,True,True,False,False,True,False,60.0,Retraining
241380,22,91.43,0.0,0,0.0,44.9,72.73,18.18,4.36,True,True,True,True,True,False,False,False,70.0,Silver
241381,31,88.1,2.38,0,0.0,26.34,38.71,0.0,4.9,False,False,True,True,True,True,True,True,70.0,Silver
241382,30,100.0,0.0,0,0.0,39.21,63.33,20.0,4.89,True,True,True,True,True,False,False,True,85.0,Gold
241383,39,91.11,0.0,0,0.0,38.25,30.77,0.0,4.45,True,True,True,True,True,True,True,False,85.0,Gold
241384,116,98.41,0.0,0,0.0,18.47,38.79,6.03,4.8,True,True,True,True,True,True,True,True,100.0,Gold
241385,2,100.0,0.0,0,0.0,30.06,0.0,0.0,5.0,True,True,True,True,True,True,True,True,100.0,Gold
241386,119,99.2,0.0,0,0.0,24.58,42.02,8.4,4.88,True,True,True,True,True,False,True,True,90.0,Gold
241387,9,81.82,0.0,0,0.0,64.82,33.33,22.22,5.0,False,True,True,True,False,True,False,True,65.0,Retraining
241388,71,96.2,0.0,0,0.0,21.41,42.25,8.45,4.83,True,True,True,True,True,False,True,True,90.0,Gold
241389,9,100.0,0.0,0,0.0,37.78,22.22,33.33,4.88,True,True,True,True,True,True,False,True,95.0,Gold
241390,125,99.24,0.0,0,0.0,17.56,36.0,4.8,4.81,True,True,True,True,True,True,True,True,100.0,Gold
241391,4,100.0,16.67,0,0.0,26.71,50.0,0.0,5.0,True,False,True,True,True,False,True,True,75.0,Silver
241392,55,84.44,2.22,0,0.0,47.37,38.18,12.73,4.93,False,False,True,True,False,True,True,True,55.0,Retraining
241393,12,88.89,5.56,0,0.0,51.49,66.67,16.67,4.5,False,False,True,True,False,False,False,False,25.0,Retraining
241394,66,93.51,0.0,0,0.0,35.92,24.24,13.64,4.73,True,True,True,True,True,True,True,True,100.0,Gold
241395,22,100.0,0.0,0,0.0,23.63,50.0,0.0,4.9,True,True,True,True,True,False,True,True,90.0,Gold
241396,51,85.29,2.94,0,0.0,39.56,33.33,7.84,4.39,False,False,True,True,True,True,True,False,55.0,Retraining
241397,41,89.8,4.08,0,0.0,49.82,21.95,9.76,4.44,False,False,True,True,False,True,True,False,40.0,Retraining
241398,104,98.26,0.0,0,0.0,25.48,49.04,5.77,4.77,True,True,True,True,True,False,True,True,90.0,Gold
241399,25,100.0,0.0,0,0.0,47.81,48.0,16.0,4.78,True,True,True,True,False,False,False,True,70.0,Silver
241400,48,72.15,7.59,0,1.75,41.78,43.75,2.08,4.41,False,False,True,False,True,False,True,False,35.0,Retraining
241401,17,90.91,0.0,1,0.0,47.58,47.06,5.88,5.0,True,True,True,True,False,False,True,True,75.0,Silver
241402,3,100.0,25.0,0,0.0,36.9,66.67,0.0,4.0,True,False,True,True,True,False,True,False,60.0,Retraining
241403,87,94.95,0.0,0,0.0,40.53,47.13,9.2,4.69,True,True,True,True,True,False,True,False,75.0,Silver
241404,139,93.37,0.0,0,1.29,33.49,20.14,6.47,4.55,True,True,True,False,True,True,True,False,75.0,Silver
241405,50,63.06,0.0,0,1.43,57.69,64.0,20.0,4.43,False,True,True,False,False,False,False,False,30.0,Retraining
241406,27,97.06,0.0,0,3.03,29.09,14.81,0.0,4.67,True,True,True,False,True,True,True,False,75.0,Silver
241407,127,97.1,0.0,0,0.75,16.81,51.97,1.57,4.82,True,True,True,True,True,False,True,True,90.0,Gold
241408,25,97.06,2.94,0,0.0,25.28,52.0,8.0,4.65,True,False,True,True,True,False,True,False,60.0,Retraining
241409,33,95.0,2.5,0,0.0,53.15,42.42,21.21,4.83,True,False,True,True,False,False,False,True,55.0,Retraining
241410,27,100.0,0.0,0,0.0,45.28,18.52,3.7,4.82,True,True,True,True,False,True,True,True,85.0,Gold
241411,62,94.67,0.0,0,0.0,22.01,43.55,3.23,4.72,True,True,True,True,True,False,True,True,90.0,Gold
241412,2,18.18,4.55,0,0.0,49.46,50.0,0.0,,False,False,True,True,False,False,True,False,30.0,Retraining
241413,132,99.26,0.0,0,0.74,21.36,34.09,3.79,4.86,True,True,True,True,True,True,True,True,100.0,Gold
241414,51,98.41,4.76,0,0.0,53.33,43.14,13.73,4.89,True,False,True,True,False,False,True,True,60.0,Retraining
241415,6,75.0,0.0,0,11.11,32.88,33.33,0.0,5.0,False,True,True,False,True,True,True,True,75.0,Silver
241416,83,98.84,0.0,0,0.0,18.61,42.17,6.02,4.71,True,True,True,True,True,False,True,True,90.0,Gold
241417,12,100.0,0.0,0,0.0,42.87,25.0,0.0,4.0,True,True,True,True,True,True,True,False,85.0,Gold
241418,13,92.86,0.0,0,0.0,41.47,46.15,0.0,3.5,True,True,True,True,True,False,True,False,75.0,Silver
241419,16,100.0,0.0,0,0.0,21.39,56.25,6.25,4.63,True,True,True,True,True,False,True,False,75.0,Silver
241420,4,71.43,0.0,0,0.0,62.48,50.0,25.0,5.0,False,True,True,True,False,False,False,True,55.0,Retraining
241421,12,76.47,0.0,0,0.0,33.62,41.67,0.0,4.1,False,True,True,True,True,False,True,False,60.0,Retraining
241422,40,97.78,0.0,0,0.0,17.73,60.0,7.5,4.9,True,True,True,True,True,False,True,True,90.0,Gold
241423,21,95.83,0.0,0,0.0,54.49,28.57,0.0,4.91,True,True,True,True,False,True,True,True,85.0,Gold
241424,73,98.88,0.0,0,0.0,38.32,31.51,12.33,4.64,True,True,True,True,True,True,True,False,85.0,Gold
241425,15,84.21,0.0,0,0.0,35.94,13.33,6.67,4.18,False,True,True,True,True,True,True,False,70.0,Silver
241426,29,100.0,3.03,0,0.0,24.59,31.03,0.0,4.94,True,False,True,True,True,True,True,True,85.0,Gold
241427,15,84.0,4.0,0,0.0,29.95,33.33,0.0,4.8,False,False,True,True,True,True,True,True,70.0,Silver
241428,59,100.0,4.41,0,1.47,34.37,57.63,11.86,4.82,True,False,True,False,True,False,True,True,65.0,Retraining
241429,22,95.65,0.0,0,0.0,44.13,36.36,9.09,4.88,True,True,True,True,True,True,True,True,100.0,Gold
241430,9,100.0,0.0,0,0.0,38.62,66.67,0.0,4.4,True,True,True,True,True,False,True,False,75.0,Silver
241431,14,94.74,0.0,0,0.0,24.93,42.86,14.29,5.0,True,True,True,True,True,False,True,True,90.0,Gold
241432,8,100.0,10.0,0,0.0,61.99,75.0,0.0,,True,False,True,True,False,False,True,False,45.0,Retraining
241433,19,80.0,0.0,0,0.0,44.89,36.84,15.79,5.0,False,True,True,True,True,True,False,True,80.0,Silver
241434,10,100.0,7.69,0,0.0,26.58,50.0,20.0,4.75,True,False,True,True,True,False,False,True,70.0,Silver
241435,59,100.0,0.0,0,0.0,20.01,49.15,8.47,4.61,True,True,True,True,True,False,True,False,75.0,Silver
241436,119,92.41,1.38,0,0.75,25.8,55.46,4.2,4.84,True,True,True,True,True,False,True,True,90.0,Gold
241437,34,95.74,2.13,0,0.0,35.74,23.53,0.0,4.87,True,False,True,True,True,True,True,True,85.0,Gold
241438,123,91.22,0.0,0,0.0,24.69,49.59,0.0,4.63,True,True,True,True,True,False,True,False,75.0,Silver
241439,45,96.15,0.0,0,0.0,22.22,44.44,8.89,4.56,True,True,True,True,True,False,True,False,75.0,Silver
241440,5,66.67,0.0,0,0.0,45.26,60.0,0.0,5.0,False,True,True,True,False,False,True,True,60.0,Retraining
241441,46,100.0,0.0,0,2.13,28.21,30.43,13.04,4.81,True,True,True,False,True,True,True,True,90.0,Gold
241442,23,91.18,5.88,0,0.0,43.04,56.52,8.7,4.5,True,False,True,True,True,False,True,False,60.0,Retraining
241443,16,78.26,0.0,0,0.0,43.67,56.25,0.0,4.8,False,True,True,True,True,False,True,True,75.0,Silver
241444,94,90.43,0.0,0,0.0,41.14,41.49,14.89,4.82,True,True,True,True,True,False,True,True,90.0,Gold
241445,4,80.0,0.0,0,0.0,39.74,75.0,0.0,4.5,False,True,True,True,True,False,True,False,60.0,Retraining
241446,21,95.45,0.0,0,0.0,44.79,61.9,19.05,4.43,True,True,True,True,True,False,False,False,70.0,Silver
241447,31,49.07,0.0,0,0.0,29.95,48.39,19.35,4.84,False,True,True,True,True,False,False,True,70.0,Silver
241448,11,100.0,0.0,0,0.0,42.18,27.27,0.0,5.0,True,True,True,True,True,True,True,True,100.0,Gold
241449,120,99.22,0.0,0,0.0,18.46,39.17,8.33,4.8,True,True,True,True,True,True,True,True,100.0,Gold
241450,111,91.54,0.77,0,0.0,25.2,27.93,8.11,4.75,True,True,True,True,True,True,True,True,100.0,Gold
241451,73,97.5,0.0,0,0.0,42.64,52.05,10.96,4.78,True,True,True,True,True,False,True,True,90.0,Gold
241452,7,77.78,0.0,0,0.0,33.16,28.57,14.29,5.0,False,True,True,True,True,True,True,True,85.0,Gold
241453,30,100.0,0.0,0,0.0,37.17,36.67,3.33,4.69,True,True,True,True,True,True,True,False,85.0,Gold
241454,28,100.0,0.0,0,0.0,26.24,50.0,3.57,5.0,True,True,True,True,True,False,True,True,90.0,Gold
241455,2,100.0,0.0,0,0.0,50.45,0.0,50.0,5.0,True,True,True,True,False,True,False,True,80.0,Silver
241456,52,90.16,0.0,0,0.0,37.17,26.92,0.0,4.9,True,True,True,True,True,True,True,True,100.0,Gold
241457,23,84.85,3.03,1,0.0,48.62,34.78,34.78,4.6,False,False,True,True,False,True,False,False,35.0,Retraining
241458,3,43.75,6.25,0,0.0,22.92,0.0,0.0,5.0,False,False,True,True,True,True,True,True,70.0,Silver
241459,87,99.14,4.31,0,0.87,23.51,55.17,5.75,4.8,True,False,True,True,True,False,True,True,75.0,Silver
241460,13,100.0,0.0,1,0.0,50.81,38.46,30.77,3.7,True,True,True,True,False,True,False,False,65.0,Retraining
241461,99,98.17,0.0,0,0.0,21.83,32.32,13.13,4.75,True,True,True,True,True,True,True,True,100.0,Gold
241462,3,75.0,0.0,0,0.0,20.45,66.67,33.33,5.0,False,True,True,True,True,False,False,True,70.0,Silver
241463,2,100.0,0.0,0,0.0,43.17,0.0,0.0,5.0,True,True,True,True,True,True,True,True,100.0,Gold
241464,3,100.0,0.0,0,0.0,60.02,33.33,0.0,,True,True,True,True,False,True,True,False,70.0,Silver
241465,54,100.0,0.0,0,0.0,33.72,40.74,0.0,4.79,True,True,True,True,True,False,True,True,90.0,Gold
241466,4,75.0,0.0,0,0.0,29.25,25.0,0.0,5.0,False,True,True,True,True,True,True,True,85.0,Gold
241467,109,100.0,0.0,0,0.0,25.34,49.54,3.67,4.9,True,True,True,True,True,False,True,True,90.0,Gold
241468,104,100.0,0.0,0,0.0,19.75,48.08,3.85,4.78,True,True,True,True,True,False,True,True,90.0,Gold
241469,20,100.0,0.0,0,0.0,29.59,55.0,5.0,4.87,True,True,True,True,True,False,True,True,90.0,Gold
241470,7,100.0,0.0,0,0.0,38.31,57.14,0.0,5.0,True,True,True,True,True,False,True,True,90.0,Gold
241471,21,86.67,13.33,0,0.0,38.53,47.62,14.29,4.91,False,False,True,True,True,False,True,True,60.0,Retraining
241472,108,90.3,0.75,0,0.0,29.76,41.67,9.26,4.85,True,True,True,True,True,False,True,True,90.0,Gold
241473,118,95.45,0.0,0,0.0,24.56,50.0,8.47,4.82,True,True,True,True,True,False,True,True,90.0,Gold
241474,122,90.85,0.0,0,0.0,23.54,35.25,7.38,4.56,True,True,True,True,True,True,True,False,85.0,Gold
241475,2,100.0,33.33,0,0.0,40.53,0.0,0.0,5.0,True,False,True,True,True,True,True,True,85.0,Gold
241476,8,90.0,0.0,0,0.0,52.16,12.5,12.5,4.5,True,True,True,True,False,True,True,False,70.0,Silver
241477,8,90.0,0.0,0,0.0,57.74,37.5,0.0,5.0,True,True,True,True,False,True,True,True,85.0,Gold
241478,121,96.97,0.0,0,0.0,21.69,30.58,10.74,4.69,True,True,True,True,True,True,True,False,85.0,Gold
241479,19,84.0,0.0,0,0.0,20.98,63.16,0.0,5.0,False,True,True,True,True,False,True,True,75.0,Silver
241480,3,100.0,16.67,0,0.0,22.6,66.67,0.0,5.0,True,False,True,True,True,False,True,True,75.0,Silver
241481,9,100.0,0.0,0,0.0,14.18,22.22,0.0,5.0,True,True,True,True,True,True,True,True,100.0,Gold
241482,19,100.0,3.85,0,3.85,20.12,21.05,5.26,4.67,True,False,True,False,True,True,True,False,60.0,Retraining
241483,39,97.62,0.0,0,0.0,45.6,23.08,2.56,4.68,True,True,True,True,False,True,True,False,70.0,Silver
241484,43,94.44,0.0,0,0.0,26.99,62.79,4.65,4.84,True,True,True,True,True,False,True,True,90.0,Gold
241485,50,91.38,0.0,0,0.0,43.18,38.0,2.0,4.59,True,True,True,True,True,True,True,False,85.0,Gold
241486,46,91.53,0.0,0,0.0,34.39,43.48,8.7,4.84,True,True,True,True,True,False,True,True,90.0,Gold
241487,44,94.12,0.0,0,0.0,43.39,38.64,18.18,4.75,True,True,True,True,True,True,False,True,95.0,Gold
241488,4,100.0,0.0,0,0.0,23.4,50.0,0.0,4.75,True,True,True,True,True,False,True,True,90.0,Gold
241489,22,96.3,0.0,0,0.0,49.26,40.91,22.73,4.39,True,True,True,True,False,False,False,False,55.0,Retraining
241490,84,97.96,0.0,0,0.0,26.45,44.05,2.38,4.69,True,True,True,True,True,False,True,False,75.0,Silver
241491,23,96.15,0.0,0,0.0,39.85,43.48,0.0,4.74,True,True,True,True,True,False,True,True,90.0,Gold
241492,22,96.15,0.0,0,0.0,57.95,22.73,4.55,4.45,True,True,True,True,False,True,True,False,70.0,Silver
241493,100,98.33,0.0,0,1.69,26.38,46.0,0.0,4.83,True,True,True,False,True,False,True,True,80.0,Silver
241494,104,99.12,0.0,0,0.0,26.49,50.96,19.23,4.71,True,True,True,True,True,False,False,True,85.0,Gold
241495,70,97.5,0.0,0,2.56,25.71,58.57,5.71,4.59,True,True,True,False,True,False,True,False,65.0,Retraining
241496,41,100.0,0.0,0,0.0,16.13,31.71,2.44,4.9,True,True,True,True,True,True,True,True,100.0,Gold
241497,49,93.44,0.0,0,1.75,34.85,24.49,6.12,4.79,True,True,True,False,True,True,True,True,90.0,Gold
241498,9,76.92,0.0,0,0.0,46.68,66.67,11.11,4.25,False,True,True,True,False,False,True,False,45.0,Retraining
241499,2,100.0,25.0,0,0.0,19.84,0.0,50.0,,True,False,True,True,True,True,False,False,65.0,Retraining
241500,18,88.46,3.85,0,0.0,53.86,16.67,50.0,4.5,False,False,True,True,False,True,False,False,35.0,Retraining
241501,95,90.98,0.0,0,1.8,29.53,48.42,14.74,4.75,True,True,True,False,True,False,True,True,80.0,Silver
241502,9,78.57,7.14,0,0.0,53.2,55.56,0.0,5.0,False,False,True,True,False,False,True,True,45.0,Retraining
241503,31,92.5,0.0,0,0.0,32.62,22.58,6.45,4.73,True,True,True,True,True,True,True,True,100.0,Gold
241504,64,94.37,1.41,0,0.0,46.17,39.06,18.75,4.89,True,True,True,True,False,True,False,True,80.0,Silver
241505,18,90.48,0.0,1,0.0,47.56,27.78,11.11,4.33,True,True,True,True,False,True,True,False,70.0,Silver
241506,25,96.67,0.0,0,0.0,54.28,56.0,20.0,4.73,True,True,True,True,False,False,False,True,70.0,Silver
241507,13,100.0,0.0,0,0.0,31.33,30.77,38.46,4.71,True,True,True,True,True,True,False,True,95.0,Gold
241508,78,89.47,1.05,0,0.0,50.45,30.77,11.54,4.43,False,True,True,True,False,True,True,False,55.0,Retraining
241509,2,100.0,0.0,0,0.0,45.11,0.0,0.0,5.0,True,True,True,True,False,True,True,True,85.0,Gold
241510,12,100.0,0.0,0,0.0,33.32,50.0,0.0,5.0,True,True,True,True,True,False,True,True,90.0,Gold
241511,8,100.0,0.0,0,0.0,40.68,12.5,12.5,5.0,True,True,True,True,True,True,True,True,100.0,Gold
241512,115,96.77,0.0,0,0.0,17.33,51.3,6.96,4.61,True,True,True,True,True,False,True,False,75.0,Silver
241513,45,95.92,2.04,0,0.0,42.52,37.78,11.11,4.63,True,False,True,True,True,True,True,False,70.0,Silver
241514,9,90.0,0.0,0,0.0,35.97,22.22,22.22,4.6,True,True,True,True,True,True,False,False,80.0,Silver
241515,15,95.65,4.35,0,0.0,40.92,46.67,0.0,4.71,True,False,True,True,True,False,True,True,75.0,Silver
241516,34,97.3,0.0,0,0.0,23.46,47.06,2.94,4.75,True,True,True,True,True,False,True,True,90.0,Gold
241517,24,93.1,0.0,0,0.0,45.15,25.0,4.17,4.87,True,True,True,True,False,True,True,True,85.0,Gold
241518,32,84.09,0.0,0,2.7,50.5,53.13,15.63,4.77,False,True,True,False,False,False,False,True,45.0,Retraining
241519,54,91.67,0.0,0,0.0,43.43,40.74,12.96,4.63,True,True,True,True,True,False,True,False,75.0,Silver
241520,49,94.92,0.0,0,0.0,29.02,24.49,14.29,5.0,True,True,True,True,True,True,True,True,100.0,Gold
241521,2,100.0,33.33,0,0.0,31.77,0.0,0.0,5.0,True,False,True,True,True,True,True,True,85.0,Gold
241522,93,89.19,0.0,0,0.0,26.96,55.91,7.53,4.58,False,True,True,True,True,False,True,False,60.0,Retraining
241523,22,100.0,0.0,0,0.0,48.63,36.36,9.09,4.82,True,True,True,True,False,True,True,True,85.0,Gold
241524,26,70.0,6.0,0,0.0,43.79,26.92,23.08,5.0,False,False,True,True,True,True,False,True,65.0,Retraining
241525,128,94.63,0.67,0,0.0,24.61,34.38,5.47,4.79,True,True,True,True,True,True,True,True,100.0,Gold
241526,9,100.0,0.0,0,0.0,42.48,44.44,0.0,4.86,True,True,True,True,True,False,True,True,90.0,Gold
241527,28,97.14,2.86,0,0.0,27.34,57.14,7.14,4.82,True,False,True,True,True,False,True,True,75.0,Silver
241528,13,100.0,0.0,0,0.0,31.54,61.54,7.69,4.8,True,True,True,True,True,False,True,True,90.0,Gold
241529,70,89.41,0.0,0,0.0,53.35,35.71,11.43,4.68,False,True,True,True,False,True,True,False,55.0,Retraining
241530,95,90.08,0.83,1,0.0,28.65,53.68,14.74,4.59,True,True,True,True,True,False,True,False,75.0,Silver
241531,9,100.0,0.0,0,0.0,22.07,44.44,44.44,4.67,True,True,True,True,True,False,False,False,70.0,Silver
241532,95,95.54,0.0,0,0.0,23.46,31.58,8.42,4.85,True,True,True,True,True,True,True,True,100.0,Gold
241533,75,93.18,0.0,0,0.0,34.76,22.67,4.0,4.79,True,True,True,True,True,True,True,True,100.0,Gold
241534,44,96.23,3.77,0,0.0,45.28,13.64,4.55,4.87,True,False,True,True,False,True,True,True,70.0,Silver
241535,31,100.0,0.0,0,0.0,34.68,45.16,12.9,4.67,True,True,True,True,True,False,True,False,75.0,Silver
241536,8,100.0,0.0,0,0.0,42.99,50.0,25.0,4.5,True,True,True,True,True,False,False,False,70.0,Silver
241537,86,97.92,0.0,0,0.0,26.44,50.0,6.98,4.71,True,True,True,True,True,False,True,True,90.0,Gold
241538,43,92.73,0.0,0,0.0,22.74,67.44,18.6,4.91,True,True,True,True,True,False,False,True,85.0,Gold
241539,9,100.0,0.0,0,0.0,17.83,22.22,0.0,4.5,True,True,True,True,True,True,True,False,85.0,Gold
241540,10,86.67,0.0,0,0.0,30.94,10.0,0.0,4.63,False,True,True,True,True,True,True,False,70.0,Silver
241541,9,100.0,0.0,0,0.0,48.1,33.33,44.44,4.5,True,True,True,True,False,True,False,False,65.0,Retraining
241542,40,95.65,0.0,0,0.0,40.02,55.0,17.5,4.78,True,True,True,True,True,False,False,True,85.0,Gold
241543,9,20.83,2.08,0,0.0,47.28,22.22,0.0,4.75,False,False,True,True,False,True,True,True,55.0,Retraining
241544,23,96.43,0.0,0,0.0,56.93,17.39,8.7,4.93,True,True,True,True,False,True,True,True,85.0,Gold
241545,9,83.33,0.0,0,0.0,49.81,22.22,0.0,5.0,False,True,True,True,False,True,True,True,70.0,Silver
241546,88,93.07,0.0,0,0.0,41.2,31.82,14.77,4.8,True,True,True,True,True,True,True,True,100.0,Gold
241547,70,85.19,0.0,0,0.0,51.8,31.43,1.43,4.81,False,True,True,True,False,True,True,True,70.0,Silver
241548,102,96.64,1.68,0,0.0,45.01,42.16,8.82,4.74,True,True,True,True,False,False,True,True,75.0,Silver
241549,60,92.75,0.0,0,0.0,34.93,36.67,13.33,4.72,True,True,True,True,True,True,True,True,100.0,Gold
241550,116,99.19,0.0,0,0.0,22.83,51.72,12.07,4.79,True,True,True,True,True,False,True,True,90.0,Gold
241551,18,100.0,0.0,0,0.0,47.55,55.56,22.22,5.0,True,True,True,True,False,False,False,True,70.0,Silver
241552,33,97.37,2.63,0,0.0,23.82,39.39,3.03,4.91,True,False,True,True,True,True,True,True,85.0,Gold
241553,42,91.07,1.79,0,0.0,37.84,40.48,9.52,4.7,True,True,True,True,True,False,True,True,90.0,Gold
241554,35,100.0,0.0,0,0.0,42.01,54.29,0.0,5.0,True,True,True,True,True,False,True,True,90.0,Gold
241555,19,100.0,0.0,0,0.0,16.0,52.63,0.0,4.57,True,True,True,True,True,False,True,False,75.0,Silver
241556,45,96.23,3.77,0,0.0,44.02,40.0,15.56,4.72,True,False,True,True,True,True,False,True,80.0,Silver
241557,24,100.0,0.0,0,0.0,26.55,54.17,16.67,4.19,True,True,True,True,True,False,False,False,70.0,Silver
241558,51,81.69,0.0,0,0.0,44.28,50.98,0.0,4.55,False,True,True,True,True,False,True,False,60.0,Retraining
241559,4,100.0,0.0,0,0.0,51.36,25.0,0.0,5.0,True,True,True,True,False,True,True,True,85.0,Gold
241560,70,88.17,0.0,1,0.0,42.48,31.43,25.71,4.44,False,True,True,True,True,True,False,False,65.0,Retraining
241561,13,100.0,0.0,0,0.0,36.6,69.23,38.46,4.5,True,True,True,True,True,False,False,False,70.0,Silver
241562,4,100.0,0.0,0,0.0,80.28,75.0,100.0,5.0,True,True,True,True,False,False,False,True,70.0,Silver
241563,56,88.41,0.0,0,1.64,55.45,30.36,0.0,4.71,False,True,True,False,False,True,True,True,60.0,Retraining
241564,43,95.92,0.0,0,0.0,21.8,44.19,6.98,4.77,True,True,True,True,True,False,True,True,90.0,Gold
241565,14,100.0,0.0,0,0.0,27.28,35.71,0.0,4.88,True,True,True,True,True,True,True,True,100.0,Gold
241566,12,94.12,0.0,0,0.0,25.96,75.0,0.0,4.86,True,True,True,True,True,False,True,True,90.0,Gold
